HS4 ID,Year,Trade Value Growth Value
0.5028696834522077,0.0,0.3826485746503963
0.7558073519238568,0.0,0.3825025942311034
0.4513298823978436,0.0,0.38271357091673436
0.7027599532453902,0.0,0.38281489070921626
0.7556260585386799,0.0,0.3825183027387715
0.7555115574533051,0.0,0.3825055670592115
0.15316905608167744,0.0,0.38251560076396335
0.8535912788339973,0.0,0.38246870772883995
0.7032465828582334,0.0,0.382507480411518
0.2514730087545622,0.0,0.382640636287759
0.7556117459030082,0.0,0.3828158931287537
0.9518236683285228,0.0,0.38267357611511094
0.35308318026764635,0.0,0.3815032334340703
0.9026740774313591,0.0,0.38252617256830984
0.7552491591326543,0.0,0.3825109139525637
0.7555640371174352,0.0,0.38300556159509047
0.5038190882851078,0.0,0.3824914521920249
0.8539872617542521,0.0,0.38250380454530447
0.2024188354285442,0.0,0.38236365796506644
0.7018868824694068,0.0,0.38247871880783185
0.8044226044226045,0.0,0.3825054499954971
0.5562892106581427,0.0,0.382508943543993
0.3535411846091458,0.0,0.38251986227665835
0.25336227666324757,0.0,0.38248614923855434
0.3535459554877031,0.0,0.3825278688444849
0.3044917821616851,0.0,0.38243761796724873
0.7554733904248468,0.0,0.38246870412183476
0.6536485293766848,0.0,0.3825052896477203
0.15030175806874838,0.0,0.3858138728841596
0.3044965530402424,0.0,0.3825887144315607
0.5548531762123996,0.0,0.3825555653979069
0.4022375420433673,0.0,0.38220201560126355
0.052035972424321945,0.0,0.3825083126459917
0.8039216621740894,0.0,0.3825009737020376
0.15219102597743375,0.0,0.38236829067138806
0.10215882254717207,0.0,0.38251249250920527
0.15222919300589205,0.0,0.3823965322105055
0.8540492831754969,0.0,0.38256496033482784
0.8044082917869326,0.0,0.3825165880996608
0.7037713794995349,0.0,0.3825375539813701
0.2515016340259059,0.0,0.38350527871947826
0.5057131270723504,0.0,0.3816199062802528
0.10213496815438564,0.0,0.38339098125017806
0.4519023878247179,0.0,0.38250741974824864
0.8053243004699316,0.0,0.3816315700234477
0.25194055485317624,0.0,0.3825150859459477
0.7066005104840057,0.0,0.38251984096253666
0.9508599508599509,0.0,0.38225000713342666
0.7557071634741538,0.0,0.38275011578183393
0.6045180219937503,0.0,0.382511936046675
0.7557548722597267,0.0,0.38271987760138065
0.7066100522411203,0.0,0.3825248606021439
0.5033658548221656,0.0,0.38250383372925567
0.20330144796164215,0.0,0.3825080719603717
0.153145201688891,0.0,0.3825024597881821
0.7555497244817634,0.0,0.3824753701953633
0.8044178335440472,0.0,0.3825859193304363
0.2547839984733189,0.0,0.3825060366257073
0.20283867274158537,0.0,0.38229283441786477
0.451802199375015,0.0,0.38240574548552797
0.9513370387156795,0.0,0.3827173271207911
0.7552730135254407,0.0,0.38250882451282125
0.2533575057846903,0.0,0.3824996541939517
0.854034970539825,0.0,0.3825072971100717
0.7065671143341047,0.0,0.3825210575070195
0.9518188974499655,0.0,0.3825233925510254
0.15077407504591972,0.0,0.3828774561819557
0.4026716919920804,0.0,0.3839633677247038
0.7022780945111043,0.0,0.38264321562439024
0.505722668829465,0.0,0.3851037404553146
0.7559170821306744,0.0,0.3825028024536766
0.25339567281314856,0.0,0.382615793859183
0.4022518546790392,0.0,0.38248870890061165
0.702273323632547,0.0,0.38251305257874074
0.8535817370768828,0.0,0.38250794768264684
0.8043844373941462,0.0,0.3785940404396969
0.050599937978578764,0.0,0.38254211946623107
0.4523174542592019,0.0,0.38250634322114974
0.05057608358579233,0.0,0.381391324458035
0.7555354118460915,0.0,0.3825905431831996
0.7558836859807735,0.0,0.39212750560620674
0.7553445767038001,0.0,0.38253298259413704
0.7553970563679302,0.0,0.3825262961902155
0.701839173683834,0.0,0.3825981906900535
0.7557882684096278,0.0,0.38285868270359197
0.7070680565826197,0.0,0.38253951652011126
0.15125593378020563,0.0,0.38251515579068485
0.8535960497125546,0.0,0.3828114299516768
0.6536151332267838,0.0,0.38247877389663865
0.6054626559480929,0.0,0.38239606067655235
0.2528756470504044,0.0,0.3826067940532868
0.5009994990577515,0.0,0.38251571422067254
0.20326328093318383,0.0,0.38248581870571374
0.7018821115908496,0.0,0.38251924318340136
0.755759643138284,0.0,0.3823991466334601
0.7555401827246488,0.0,0.38250649930610225
0.2520550559385511,0.0,0.3824499401528484
0.2528613344147325,0.0,0.3816600529040044
0.8540111161470385,0.0,0.3825130509391929
0.8536533002552421,0.0,0.3819863504646851
0.7557214761098257,0.0,0.38252036102710535
0.7019298203764224,0.0,0.3825075318933196
0.7018105484124902,0.0,0.38835078064103534
0.2528661052932898,0.0,0.3843820462631491
0.5553541184609146,0.0,0.3824848490771327
0.0019417475728155317,0.0,0.38219813643112027
0.702306719782448,0.0,0.38229016916892783
2.3854392786432088e-05,0.0,0.3831685933117165
0.25383459364041894,0.0,0.3825584008319076
0.4518117411321295,0.0,0.38250794965010426
0.1522101094916629,0.0,0.3823939830415542
0.2516495312611818,0.0,0.3825121360715091
0.7037666086209776,0.0,0.38222558344536395
0.25190238782471797,0.0,0.38250987251178814
0.7023735120822501,0.0,0.3825781980439305
0.7558550607094298,0.0,0.38245466532966704
0.4026764628706377,0.0,0.3823616088582004
0.5548627179695141,0.0,0.39657158457431
0.5028505999379786,0.0,0.38251541713460746
0.853553111805539,0.0,0.38248617383177164
0.2028577562558145,0.0,0.3825005041355418
0.05251306028005057,0.0,0.38261889391620196
0.5033610839436082,0.0,0.3825273277937042
0.6050094224851507,0.0,0.3830249997461406
0.30440590634765397,0.0,0.3824203633659859
0.5548579470909568,0.0,0.3822012086158263
0.20232818873595573,0.0,0.3839890479622161
0.15173302163593427,0.0,0.38252917851528395
0.9518666062355383,0.0,0.3825077329018824
0.7037475251067484,0.0,0.3826131387754425
0.2515350301758069,0.0,0.3825039445626884
0.05110565110565111,0.0,0.38818709769601506
0.052479664130149574,0.0,0.3826599439308027
0.35307363851053175,0.0,0.38260620020906616
0.5062617781064384,0.0,0.3824974794977226
0.5014288781279073,0.0,0.38251388087829963
0.755826435438086,0.0,0.38230043995229446
0.5043152596550655,0.0,0.3824192438827341
0.7554972448176333,0.0,0.38250603793734556
0.7070537439469479,0.0,0.38248277078631543
0.05010853748717827,0.0,0.382510485702673
0.052493976765821425,0.0,0.38250843069343476
0.4518785334319315,0.0,0.38251116742665675
0.5057751484935952,0.0,0.3845229208026194
0.501457503399251,0.0,0.3807192095361419
0.40227570907182564,0.0,0.3825578105946923
0.7555735788745498,0.0,0.3849548541014647
0.25166384389685365,0.0,0.38251322046843755
0.052503518522936006,0.0,0.3825105194773581
0.8536151332267838,0.0,0.3824464738208463
0.7557310178669403,0.0,0.3824990951081449
0.7556165167815654,0.0,0.38249586716639594
0.25148732139023405,0.0,0.3825083985582975
0.8043748956370317,0.0,0.3836582937826497
0.05105317144152096,0.0,0.38325819853502097
0.7554209107607167,0.0,0.3825376749799993
0.25622957467617663,0.0,0.38220419980687004
0.7559075403735599,0.0,0.38313100208719786
0.5067054698122659,0.0,0.3825036471487137
0.8536389876195702,0.0,0.38260460033830296
0.7554065981250448,0.0,0.38248164376114363
0.7552968679182273,0.0,0.3829728349089553
0.6055103647336658,0.0,0.3826420777782028
0.25239855919467574,0.0,0.38287546085225815
0.25162090598983805,0.0,0.38250845954947643
0.15267288471171966,0.0,0.3826586424577428
0.7051358507669188,0.0,0.3825281908516769
0.30493547386751274,0.0,0.3825049801010918
0.5019298203764224,0.0,0.3825092242345799
0.25477445671620436,0.0,0.38250687541837225
0.45181651201068684,0.0,0.38286753068736
0.506237923713652,0.0,0.3786903294436464
0.202332959614513,0.0,0.3817851340072295
0.5014336490064646,0.0,0.3825791276675447
0.8048567543713175,0.0,0.3839150335270462
0.2557238615491043,0.0,0.38258104856177116
0.7070823692182916,0.0,0.38254005822671117
0.7028172037880777,0.0,0.3825079014473983
0.7554924739390759,0.0,0.38251667368405706
0.4022280002862528,0.0,0.38251549157007847
0.703723670713962,0.0,0.3824829701553304
0.605448343312421,0.0,0.3825124043015325
0.7558455189523151,0.0,0.3825190382399238
0.9999761456072136,0.0,0.3823885243310407
0.9518427518427519,0.0,0.3826198173095345
0.2520932229670094,0.0,0.3824716690801133
0.755592662388779,0.0,0.38271450086825815
0.7557978101667423,0.0,0.3826444551225425
0.5028887669664369,0.0,0.38259812117322595
0.854502516638439,0.0,0.382510447337254
0.7051501634025906,0.0,0.38251040929974456
0.6536199041053411,0.0,0.38254432236268265
0.5009947281791942,0.0,0.38214582960909366
0.6049951098494788,0.0,0.3825713650644338
0.9517950430571791,0.0,0.38250719316273984
0.7051644760382625,0.0,0.3824822523612946
0.7555067865747478,0.0,0.3826078968131508
0.2538107392476325,0.0,0.3825905582670396
0.8536246749838984,0.0,0.3824798733774071
0.7018200901696048,0.0,0.38250060250841106
0.3530593258748599,0.0,0.38238830758281883
0.25203597242432196,0.0,0.38251512562300494
0.3044011354690967,0.0,0.3824696875226175
0.554877030605186,0.0,0.385417533512678
0.2538393645189762,0.0,0.382514148452504
0.5043104887765083,0.0,0.38244428174541034
0.5047875766322368,0.0,0.38258493789711095
0.7558693733451016,0.0,0.3825351218761332
0.051057942320078244,0.0,0.3826249681129673
0.15222442212733475,0.0,0.3837762326876592
0.8535769661983255,0.0,0.38249261004069574
0.0,0.0,0.38254133510655375
0.7046635337897474,0.0,0.3825287407560159
0.0515636554471506,0.0,0.3822024107322883
0.7023878247179218,0.0,0.38254341339737097
0.8536485293766848,0.0,0.38261755637309003
0.05060470885713605,0.0,0.3964375315375016
0.5047637222394504,0.0,0.3825087126956599
0.7018964242265214,0.0,0.3825051607792616
0.5553445767038001,0.0,0.3825253957505525
0.5009804155435224,0.0,0.38250540113697207
0.5066768445409223,0.0,0.38219691267262706
